Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_053488.1	85106187	85113969	Z	plus	G-protein coupled receptor 83-like	LOC120765426	120765426	protein-coding	XM_040090281.1	XP_039946215.1	412	
NC_053488.1	85121811	85130139	Z	minus	ectodysplasin A2 receptor	EDA2R	120765744	protein-coding	XM_040090912.1	XP_039946846.1	495	
NC_053488.1	85133386	85140489	Z	minus	uncharacterized LOC120765524	LOC120765524	120765524	lncRNA	XR_005704445.2			
NC_053488.1	85180288	85221477	Z	plus	androgen receptor-like	LOC120765465	120765465	protein-coding	XM_040090356.2	XP_039946290.1	684	
NC_053488.1	85223538	85275143	Z	minus	oligophrenin 1	OPHN1	120765141	protein-coding	XM_040089569.2	XP_039945503.1	796	
NC_053488.1	85275530	85281021	Z	plus	protein YIPF6	LOC120765142	120765142	protein-coding	XM_040089571.1	XP_039945505.1	243	
NC_053488.1	85292270	85349527	Z	plus	stAR-related lipid transfer protein 8-like	LOC120765854	120765854	protein-coding	XM_040091048.1	XP_039946982.1	1088	
NC_053488.1	85617448	85633750	Z	plus	ras-related protein Rab-6A-like	LOC120765163	120765163	protein-coding	XM_040089689.2	XP_039945623.1	211	
NC_053488.1	85638036	85640846	Z	minus	PDZ domain containing 11	PDZD11	120765349	protein-coding	XM_040090094.2	XP_039946028.1	140	
NC_053488.1	85641150	85658756	Z	plus	kinesin family member 4A	KIF4A	120765297	protein-coding	XM_040089992.1	XP_039945926.1	1220	
NC_053488.1	85668621	85674050	Z	minus	cysteinyl leukotriene receptor 1	CYSLTR1	120765413	protein-coding	XM_040090255.2	XP_039946189.1	346	
NC_053488.1	85721984	85739502	Z	plus	lysophosphatidic acid receptor 4	LPAR4	120765421	protein-coding	XM_040090265.2	XP_039946199.1	348	
NC_053488.1	85763443	85770459	Z	plus	putative P2Y purinoceptor 10	LOC120765937	120765937	protein-coding	XM_040091203.1	XP_039947137.1	340	
NC_053488.1	85776199	85781584	Z	plus	putative P2Y purinoceptor 10	LOC120765936	120765936	protein-coding	XM_040091202.1	XP_039947136.1	371	
NC_053488.1	85790873	85791850	Z	plus	G protein-coupled receptor 174	GPR174	120765540	protein-coding	XM_040090503.1	XP_039946437.1	325	
NC_053488.1	85802391	85812069	Z	minus	integral membrane protein 2A	ITM2A	120765138	protein-coding	XM_040089559.2	XP_039945493.1	251	
NC_053488.1	85851192	85857934	Z	plus	T-box transcription factor 22	TBX22	120765477	protein-coding	XM_040090378.2	XP_039946312.1	482	
NC_053488.1	85874607	85883315	Z	minus	charged multivesicular body protein 1b	LOC120765650	120765650	protein-coding	XM_040090724.1	XP_039946658.1	214	
NC_053488.1	85897542	85912306	Z	plus	terminal nucleotidyltransferase 5C	LOC120765378	120765378	protein-coding	XM_040090145.1	XP_039946079.1	391	
NC_053488.1	85947616	85948497	Z	minus	syntaxin-1B-like	LOC120765856	120765856	protein-coding	XM_040091052.1	XP_039946986.1	293	
NC_053488.1	85950851	86002087	Z	minus	bromodomain and WD repeat-containing protein 3	LOC120765075	120765075	protein-coding	XM_040089370.1	XP_039945304.1	1794	
NC_053488.1	86001592	86007768	Z	plus	uncharacterized LOC120765078	LOC120765078	120765078	lncRNA	XR_005704369.1			
NC_053488.1	86007979	86015180	Z	plus	uncharacterized LOC120765076	LOC120765076	120765076	lncRNA	XR_005704367.2			
NC_053488.1	86023157	86031137	Z	minus	non-histone chromosomal protein HMG-14A	LOC120765865	120765865	protein-coding	XM_040091062.1	XP_039946996.1	114	
NC_053488.1	86039775	86070163	Z	plus	SH3 domain binding glutamate rich protein like	SH3BGRL	120765738	protein-coding	XM_040090902.2	XP_039946836.1	114	
NC_053488.1	86072844	86076994	Z	plus	TLR adapter interacting with SLC15A4 on the lysosome-like	LOC120765627	120765627	protein-coding	XM_040090680.2	XP_039946614.1	307	
NC_053488.1	86085088	86112098	Z	plus	sodium/hydrogen exchanger 2-like	LOC120765331	120765331	protein-coding	XM_058424076.1	XP_058280059.1	652	
NC_053488.1	86117609	86133337	Z	plus	transmembrane protein 182-like	LOC120765978	120765978	protein-coding	XM_040091287.2	XP_039947221.1	245	
NC_053488.1	86237791	86293960	Z	minus	rab proteins geranylgeranyltransferase component A 1-like	LOC120765675	120765675	protein-coding	XM_040090763.1	XP_039946697.1	664	
NC_053488.1	86311531	86567595	Z	plus	dachshund family transcription factor 2	DACH2	120765309	protein-coding	XM_040090018.2	XP_039945952.1	609	
NC_053488.1	86681816	86762043	Z	plus	kelch like family member 4	KLHL4	120765258	protein-coding	XM_040089930.2	XP_039945864.1	719	
NC_053488.1	86701358	86710073	Z	minus	uncharacterized LOC120765259	LOC120765259	120765259	lncRNA	XR_005704395.2			
NC_053488.1	86936059	86942195	Z	plus	uncharacterized LOC120765666	LOC120765666	120765666	lncRNA	XR_005704490.2			
NC_053488.1	87173608	87175504	Z	plus	uncharacterized LOC120765632	LOC120765632	120765632	lncRNA	XR_005704483.2			
NC_053488.1	87758643	88210993	Z	plus	protocadherin-11 X-linked	LOC120765753	120765753	protein-coding	XM_040090927.2	XP_039946861.1	1245	
NC_053488.1	87930817	87947714	Z	plus	uncharacterized LOC120765754	LOC120765754	120765754	lncRNA	XR_005704502.2			
NC_053488.1	87977275	87978429	Z	plus	uncharacterized LOC120765755	LOC120765755	120765755	lncRNA	XR_005704503.2			
NC_053488.1	88278922	88289520	Z	minus	uncharacterized LOC120765999	LOC120765999	120765999	lncRNA	XR_005704546.2			
NC_053488.1	88616663	88627631	Z	plus	E3 ubiquitin-protein ligase BRE1A-like	LOC120765723	120765723	pseudogene				
NC_053488.1	89501498	89505097	Z	plus	uncharacterized LOC120765562	LOC120765562	120765562	lncRNA	XR_005704456.2			
NC_053488.1	89651355	89707763	Z	minus	protocadherin 19	PCDH19	120765543	protein-coding	XM_040090512.1	XP_039946446.1	1096	
NC_053488.1	89727629	89735853	Z	plus	tenomodulin	TNMD	120765686	protein-coding	XM_040090781.2	XP_039946715.1	315	
NC_053488.1	89739225	89744267	Z	minus	tetraspanin 6	TSPAN6	120765339	protein-coding	XM_040090071.2	XP_039946005.1	252	
NC_053488.1	89745632	89750968	Z	plus	sushi repeat containing protein X-linked 2	SRPX2	120765420	protein-coding	XM_040090264.1	XP_039946198.1	462	
NC_053488.1	89751371	89758521	Z	minus	synaptotagmin like 4	SYTL4	120765909	protein-coding	XM_040091142.1	XP_039947076.1	685	
NC_053488.1	89759156	89762167	Z	minus	tRNA methyltransferase 12 homolog	TRMT12	120765449	protein-coding	XM_040090322.2	XP_039946256.1	445	
NC_053488.1	89762313	89769509	Z	plus	cleavage stimulation factor subunit 2	CSTF2	120765641	protein-coding	XM_040090697.1	XP_039946631.1	588	
NC_053488.1	89770144	89774759	Z	minus	NADPH oxidase 1	NOX1	120765859	protein-coding	XM_040091054.1	XP_039946988.1	568	
NC_053488.1	89775878	89781307	Z	minus	XK related X-linked	XKRX	120765342	protein-coding	XM_040090079.2	XP_039946013.1	432	
NC_053488.1	89795799	89799082	Z	plus	uncharacterized LOC120765688	LOC120765688	120765688	lncRNA	XR_005704491.2			
NC_053488.1	89988588	89991248	Z	minus	Zic family member 3	ZIC3	120765500	protein-coding	XM_040090419.2	XP_039946353.1	461	
NC_080708.1	2553	34173	38	plus	lysine-specific demethylase 5C-like	LOC120748213	120748213	protein-coding	XM_058421809.1	XP_058277792.1	1162	
NC_080708.1	37951	73256	38	minus	calcium voltage-gated channel subunit alpha1 F	CACNA1F	120748203	protein-coding	XM_058419801.1	XP_058275784.1	1991	
NC_080708.1	74642	85644	38	plus	coiled-coil domain containing 22	CCDC22	120748221	protein-coding	XM_040054331.2	XP_039910265.1	631	
NC_080708.1	85605	90814	38	minus	forkhead box P3	FOXP3	120748222	protein-coding	XM_058422877.1	XP_058278860.1	301	
NC_080708.1	93739	97433	38	plus	synapsin-1-like	LOC120748204	120748204	protein-coding	XM_040054306.2	XP_039910240.1	190	
NC_080708.1	97568	100710	38	plus	testis-specific Y-encoded-like protein 4	LOC120748205	120748205	protein-coding	XM_040054307.1	XP_039910241.1	725	
NC_080708.1	101534	104797	38	minus	N-alpha-acetyltransferase 10, NatA catalytic subunit	NAA10	120748219	protein-coding	XM_040054326.1	XP_039910260.1	233	
NC_080708.1	104935	107772	38	minus	hydroxysteroid 17-beta dehydrogenase 10	HSD17B10	120748218	protein-coding	XM_040054325.2	XP_039910259.1	260	
NC_080708.1	108137	113051	38	plus	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase-like	LOC120748206	120748206	protein-coding	XM_040054308.2	XP_039910242.1	392	
NC_080708.1	113818	132440	38	minus	CXXC finger protein 1	CXXC1	120748220	protein-coding	XM_040054327.2	XP_039910261.1	563	
NC_080708.1	124363	125983	38	minus	uncharacterized LOC131378637	LOC131378637	131378637	protein-coding	XM_058422391.1	XP_058278374.1	306	
NC_080708.1	132735	136694	38	minus	uncharacterized LOC120748215	LOC120748215	120748215	protein-coding	XM_040054322.2	XP_039910256.2	270	
NC_080708.1	136696	140830	38	minus	vacuolar fusion protein MON1 homolog B-like	LOC120748214	120748214	protein-coding	XM_040054319.2	XP_039910253.1	735	
NC_080708.1	136907	142752	38	plus	tyrosine-protein phosphatase non-receptor type 18-like	LOC120748217	120748217	protein-coding	XM_040054324.1	XP_039910258.1	104	
NC_080708.1	142718	146887	38	minus	IMP U3 small nucleolar ribonucleoprotein 4	IMP4	120748216	protein-coding	XM_040054323.2	XP_039910257.1	290	
NC_080708.1	147133	150356	38	plus	coiled-coil domain containing 115	CCDC115	120748210	protein-coding	XM_040054313.2	XP_039910247.1	216	
NC_080708.1	150920	179342	38	minus	ubiquitin like modifier activating enzyme 1	UBA1	120748211	protein-coding	XM_040054315.2	XP_039910249.1	1051	
NC_080708.1	180232	181584	38	minus	NADH:ubiquinone oxidoreductase subunit B11	NDUFB11	120748212	protein-coding	XM_040054317.2	XP_039910251.1	135	
NC_080708.1	181884	206391	38	plus	RNA binding motif protein 10	RBM10	120748207	protein-coding	XM_040054309.2	XP_039910243.1	873	
NC_080708.1	206601	213201	38	plus	complement factor properdin	CFP	120748208	protein-coding	XM_040054310.1	XP_039910244.1	349	
NC_080708.1	213382	220383	38	plus	synapsin I	SYN1	120748209	protein-coding	XM_040054311.2	XP_039910245.2	375	
NC_080709.1	1996	12400	39	minus	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial-like	LOC120748270	120748270	pseudogene				
NC_080709.1	14159	28933	39	minus	MAP/microtubule affinity-regulating kinase 4-like	LOC120748265	120748265	protein-coding	XM_058423219.1	XP_058279202.1	723	
NC_080709.1	31197	40076	39	plus	exocyst complex component 3 like 2	EXOC3L2	120748266	protein-coding	XM_040054383.1	XP_039910317.1	730	
NC_080709.1	43178	49838	39	minus	FosB proto-oncogene, AP-1 transcription factor subunit	FOSB	120748268	protein-coding	XM_040054386.2	XP_039910320.1	304	
NC_080709.1	52899	55853	39	minus	reticulon-1-A-like	LOC131378703	131378703	protein-coding	XM_058423584.1	XP_058279567.1	121	
NC_080709.1	60004	64173	39	plus	vasodilator-stimulated phosphoprotein-like	LOC120748267	120748267	protein-coding	XM_058423705.1	XP_058279688.1	211	
NC_080709.1	64361	65828	39	plus	vasodilator-stimulated phosphoprotein-like	LOC120748269	120748269	protein-coding	XM_040054388.2	XP_039910322.1	110	
NW_026690164.1	17031	25691	1	plus	epiplakin-like	LOC120766022	120766022	protein-coding	XM_040091371.1	XP_039947305.1	2772	
NW_026690164.1	81342	120302	1	plus	nuclear receptor binding protein 2	NRBP2	120766026	protein-coding	XM_040091375.2	XP_039947309.1	497	
NW_026690164.1	122874	150318	1	plus	poly(U) binding splicing factor 60	PUF60	120766030	protein-coding	XM_040091388.2	XP_039947322.1	531	
NW_026690164.1	152856	153731	1	minus	coiled-coil domain containing 166	CCDC166	120766024	protein-coding	XM_040091373.1	XP_039947307.1	291	
NW_026690164.1	155905	157357	1	minus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766021	120766021	pseudogene				
NW_026690164.1	163004	261308	1	plus	scribble planar cell polarity protein	SCRIB	120766020	protein-coding	XM_040091343.2	XP_039947277.1	1976	
NW_026690164.1	263780	288551	1	plus	family with sequence similarity 83 member H	FAM83H	120766027	protein-coding	XM_040091377.2	XP_039947311.1	1151	
NW_026690164.1	278252	302806	1	minus	mitogen-activated protein kinase 15	MAPK15	120766028	protein-coding	XM_040091383.2	XP_039947317.1	559	
NW_026690164.1	306209	321547	1	plus	THUMP domain containing 2	THUMPD2	120766031	protein-coding	XM_040091390.2	XP_039947324.1	496	
NW_026690164.1	332487	337380	1	plus	protein Mis18-alpha-like	LOC120766025	120766025	protein-coding	XM_040091374.2	XP_039947308.1	215	
NW_026690164.1	339662	353740	1	plus	uncharacterized LOC120766032	LOC120766032	120766032	protein-coding	XM_040091395.2	XP_039947329.1	236	
NW_026690165.1	1687	4441	1	plus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766071	120766071	protein-coding	XM_040091440.1	XP_039947374.1	304	
NW_026690165.1	8190	8939	1	minus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766073	120766073	protein-coding	XM_040091442.2	XP_039947376.1	249	
NW_026690165.1	14116	15578	1	plus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766070	120766070	protein-coding	XM_040091439.2	XP_039947373.2	287	
NW_026690165.1	16997	22009	1	plus	erythroblast NAD(P)(+)--arginine ADP-ribosyltransferase-like	LOC120766045	120766045	protein-coding	XM_040091419.1	XP_039947353.1	348	
NW_026690165.1	23361	25935	1	plus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766072	120766072	pseudogene				
NW_026690165.1	31408	34181	1	plus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766035	120766035	protein-coding	XM_040091405.2	XP_039947339.1	304	
NW_026690165.1	37249	38717	1	minus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766046	120766046	pseudogene				
NW_026690165.1	65898	67623	1	plus	erythroblast NAD(P)(+)--arginine ADP-ribosyltransferase-like	LOC120766044	120766044	protein-coding	XM_040091418.2	XP_039947352.1	278	
NW_026690165.1	71702	73518	1	plus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766048	120766048	protein-coding	XM_040091420.1	XP_039947354.1	288	
NW_026690165.1	75769	76428	1	minus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766049	120766049	protein-coding	XM_040091421.1	XP_039947355.1	219	
NW_026690165.1	80797	82333	1	plus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766050	120766050	protein-coding	XM_040091422.1	XP_039947356.1	287	
NW_026690165.1	85772	88386	1	plus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766042	120766042	protein-coding	XM_040091416.2	XP_039947350.1	277	
NW_026690165.1	91392	94150	1	minus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766034	120766034	protein-coding	XM_040091403.2	XP_039947337.1	304	
NW_026690165.1	99268	102632	1	minus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766051	120766051	protein-coding	XM_040091424.2	XP_039947358.1	265	
NW_026690165.1	106671	109151	1	minus	erythroblast NAD(P)(+)--arginine ADP-ribosyltransferase-like	LOC120766037	120766037	protein-coding	XM_040091408.2	XP_039947342.1	299	
NW_026690165.1	118755	119939	1	plus	erythroblast NAD(P)(+)--arginine ADP-ribosyltransferase-like	LOC120766043	120766043	protein-coding	XM_040091417.1	XP_039947351.1	278	
NW_026690165.1	126753	128191	1	plus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766052	120766052	pseudogene				
NW_026690165.1	134780	136342	1	minus	erythroblast NAD(P)(+)--arginine ADP-ribosyltransferase-like	LOC120766053	120766053	protein-coding	XM_040091425.1	XP_039947359.1	278	
NW_026690165.1	139254	142125	1	plus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766039	120766039	protein-coding	XM_040091411.2	XP_039947345.1	278	
NW_026690165.1	148318	150397	1	minus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766041	120766041	protein-coding	XM_040091414.2	XP_039947348.1	277	
NW_026690165.1	153529	155981	1	minus	erythroblast NAD(P)(+)--arginine ADP-ribosyltransferase-like	LOC120766036	120766036	protein-coding	XM_040091407.2	XP_039947341.1	299	
NW_026690165.1	160783	162380	1	plus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766054	120766054	protein-coding	XM_040091426.2	XP_039947360.1	284	
NW_026690165.1	165486	168056	1	minus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766040	120766040	protein-coding	XM_040091413.2	XP_039947347.1	277	
NW_026690165.1	169321	172023	1	minus	GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1-like	LOC120766055	120766055	protein-coding	XM_040091427.2	XP_039947361.1	288	
NW_026690165.1	175121	177614	1	minus	erythroblast NAD(P)(+)--arginine ADP-ribosyltransferase-like	LOC120766064	120766064	protein-coding	XM_040091433.2	XP_039947367.1	299	
NW_026690165.1	187147	188401	1	plus	erythroblast NAD(P)(+)--arginine ADP-ribosyltransferase-like	LOC120766056	120766056	protein-coding	XM_040091428.1	XP_039947362.1	266	
NW_026690165.1	192638	193419	1	minus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766067	120766067	protein-coding	XM_040091437.2	XP_039947371.1	249	
NW_026690165.1	198346	200090	1	plus	erythroblast NAD(P)(+)--arginine ADP-ribosyltransferase-like	LOC120766069	120766069	protein-coding	XM_058424254.1	XP_058280237.1	278	
NW_026690165.1	204676	206754	1	plus	erythroblast NAD(P)(+)--arginine ADP-ribosyltransferase-like	LOC120766057	120766057	protein-coding	XM_058424251.1	XP_058280234.1	323	
NW_026690165.1	208153	210195	1	plus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766065	120766065	protein-coding	XM_040091435.1	XP_039947369.1	277	
NW_026690165.1	214822	216053	1	minus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766066	120766066	protein-coding	XM_040091436.2	XP_039947370.2	278	
NW_026690165.1	222056	223537	1	minus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766059	120766059	pseudogene				
NW_026690165.1	243031	244484	1	plus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766060	120766060	pseudogene				
NW_026690165.1	248202	249399	1	minus	erythroblast NAD(P)(+)--arginine ADP-ribosyltransferase-like	LOC120766061	120766061	protein-coding	XM_040091430.1	XP_039947364.1	278	
NW_026690165.1	267784	270195	1	plus	erythroblast NAD(P)(+)--arginine ADP-ribosyltransferase-like	LOC131378775	131378775	pseudogene				
NW_026690165.1	274260	275441	1	plus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766062	120766062	protein-coding	XM_058424252.1	XP_058280235.1	274	
NW_026690165.1	278448	279970	1	minus	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC120766063	120766063	pseudogene				
NW_026690166.1	522	54742	1	minus	neurobeachin like 2	NBEAL2	120766074	protein-coding	XM_040091443.1	XP_039947377.1	2820	
NW_026690166.1	55222	74884	1	plus	coiled-coil domain containing 12	CCDC12	120766075	protein-coding	XM_040091445.2	XP_039947379.1	176	
NW_026690166.1	64991	69785	1	plus	uncharacterized LOC131378462	LOC131378462	131378462	protein-coding	XM_058424255.1	XP_058280238.1	323	
NW_026690168.1	4680	20955	2	minus	phospholipase A1 member A	PLA1A	120766077	protein-coding	XM_040091447.1	XP_039947381.1	460	
NW_026690168.1	25840	41759	2	plus	CD58 molecule	CD58	120766076	protein-coding	XM_040091446.2	XP_039947380.1	295	
NW_026690169.1	12205	80807	3	minus	dystrobrevin beta-like	LOC120766079	120766079	protein-coding	XM_040091450.1	XP_039947384.1	392	
NW_026690169.1	89545	108338	3	minus	ASXL transcriptional regulator 2	ASXL2	120766078	protein-coding	XM_040091449.2	XP_039947383.1	910	
NW_026690170.1	133	6788	3	plus	E3 ubiquitin-protein ligase TRIM35-like	LOC120766080	120766080	protein-coding	XM_040091452.2	XP_039947386.2	332	
NW_026690170.1	18578	39893	3	plus	stathmin 4	STMN4	120766081	protein-coding	XM_040091453.2	XP_039947387.1	214	
NW_026690171.1	1287	8318	3	minus	PR/SET domain 13	PRDM13	120766082	protein-coding	XM_040091454.1	XP_039947388.1	621	
NW_026690172.1	4398	31177	3	minus	transcription factor AP-2 delta	TFAP2D	120766083	protein-coding	XM_040091455.1	XP_039947389.1	341	
NW_026690173.1	313	3559	3	minus	all-trans retinoic acid induced differentiation factor	ATRAID	120766088	protein-coding	XM_040091461.2	XP_039947395.1	228	
NW_026690173.1	5885	9453	3	plus	solute carrier family 5 member 6	SLC5A6	120766089	protein-coding	XM_040091462.2	XP_039947396.1	618	
NW_026690173.1	10098	13560	3	plus	prolactin regulatory element binding	PREB	120766085	protein-coding	XM_040091456.2	XP_039947390.1	416	
NW_026690173.1	15092	16480	3	plus	cell growth regulator with EF-hand domain 1	CGREF1	120766087	protein-coding	XM_040091460.2	XP_039947394.1	192	
NW_026690173.1	16216	19258	3	minus	ketohexokinase	KHK	120766086	protein-coding	XM_040091458.1	XP_039947392.1	306	
NW_026690174.1	429	4502	4	plus	uncharacterized LOC131378777	LOC131378777	131378777	lncRNA	XR_009208648.1			
NW_026690174.1	14569	26359	4	minus	uncharacterized LOC131378776	LOC131378776	131378776	lncRNA	XR_009208647.1			
NW_026690175.1	2517	9627	5	plus	uncharacterized LOC120766098	LOC120766098	120766098	lncRNA	XR_005704569.2			
NW_026690175.1	26024	29765	5	plus	uncharacterized LOC120766097	LOC120766097	120766097	lncRNA	XR_009208696.1			
NW_026690175.1	42802	48148	5	minus	uncharacterized LOC120766101	LOC120766101	120766101	lncRNA	XR_005704574.2			
NW_026690175.1	48206	72228	5	minus	uncharacterized LOC120766102	LOC120766102	120766102	lncRNA	XR_005704575.2			
NW_026690175.1	72723	93708	5	plus	uncharacterized LOC120766095	LOC120766095	120766095	protein-coding	XM_058424263.1	XP_058280246.1	279	
NW_026690175.1	96348	100889	5	plus	uncharacterized LOC120766092	LOC120766092	120766092	protein-coding	XM_040091465.1	XP_039947399.1	282	
NW_026690175.1	98586	121839	5	minus	uncharacterized LOC120766093	LOC120766093	120766093	protein-coding	XM_058424256.1	XP_058280239.1	301	
NW_026690175.1	122406	143838	5	plus	uncharacterized LOC120766100	LOC120766100	120766100	lncRNA	XR_005704573.2			
NW_026690175.1	144250	154680	5	minus	myotubularin-like	LOC120766094	120766094	pseudogene				
NW_026690175.1	188282	190969	5	minus	uncharacterized LOC131378778	LOC131378778	131378778	lncRNA	XR_009208697.1			
NW_026690177.1	14478	38003	5	minus	disintegrin and metalloproteinase domain-containing protein 19-like	LOC120766105	120766105	protein-coding	XM_058424269.1	XP_058280252.1	581	
NW_026690177.1	38825	67433	5	plus	sideroflexin-5-like	LOC120766106	120766106	protein-coding	XM_058424270.1	XP_058280253.1	191	
NW_026690177.1	88471	116564	5	plus	uncharacterized LOC120766107	LOC120766107	120766107	lncRNA	XR_005704578.1			
NW_026690178.1	2693	9549	5	minus	adenosine deaminase domain-containing protein 1-like	LOC120766109	120766109	protein-coding	XM_040091474.2	XP_039947408.1	567	
NW_026690178.1	9861	41381	5	minus	bridge-like lipid transfer protein family member 1	LOC120766108	120766108	protein-coding	XM_040091471.2	XP_039947405.1	2240	
NW_026690179.1	5607	17592	6	minus	kelch like family member 28	KLHL28	120766110	protein-coding	XM_040091475.2	XP_039947409.1	571	
NW_026690180.1	27	3837	11	plus	cytosolic thiouridylase subunit 2	CTU2	120766113	protein-coding	XM_040091477.2	XP_039947411.1	444	
NW_026690180.1	3843	29398	11	minus	piezo type mechanosensitive ion channel component 1	PIEZO1	120766114	protein-coding	XM_058424272.1	XP_058280255.1	2472	
NW_026690180.1	31819	36075	11	plus	chromatin licensing and DNA replication factor 1	CDT1	120766111	protein-coding	XM_040091476.1	XP_039947410.1	630	
NW_026690181.1	7	33967	13	minus	transducin-like enhancer protein 3	LOC120766115	120766115	protein-coding	XM_040091480.1	XP_039947414.1	495	
NW_026690182.1	7	2987	15	minus	dynactin subunit 5	DCTN5	120766118	protein-coding	XM_040091483.1	XP_039947417.1	182	
NW_026690182.1	3023	11951	15	plus	partner and localizer of BRCA2	PALB2	120766121	protein-coding	XM_040091485.1	XP_039947419.1	1335	
NW_026690182.1	12952	15779	15	plus	NADH:ubiquinone oxidoreductase subunit AB1	NDUFAB1	120766117	protein-coding	XM_040091482.1	XP_039947416.1	144	
NW_026690182.1	17480	24094	15	plus	uncharacterized LOC120766116	LOC120766116	120766116	protein-coding	XM_040091481.1	XP_039947415.1	532	
NW_026690182.1	24072	34797	15	minus	trinucleotide repeat-containing gene 6A protein-like	LOC120766120	120766120	protein-coding	XM_040091484.1	XP_039947418.1	574	
NW_026690183.1	19164	29648	21	plus	endothelin receptor type B-like	LOC120766122	120766122	protein-coding	XM_040091486.2	XP_039947420.1	466	
NW_026690183.1	29598	34379	21	minus	DNA-directed RNA polymerases I and III subunit RPAC2-like	LOC120766123	120766123	protein-coding	XM_040091487.2	XP_039947421.1	117	
NW_026690184.1	702	4305	22	plus	rho guanine nucleotide exchange factor 10-like protein	LOC120766125	120766125	protein-coding	XM_040091489.2	XP_039947423.1	210	
NW_026690184.1	30423	92171	22	plus	immunoglobin superfamily member 21	IGSF21	120766124	protein-coding	XM_058424275.1	XP_058280258.1	587	
NW_026690185.1	4945	15322	27	plus	vasoactive intestinal polypeptide receptor 1-like	LOC120766128	120766128	protein-coding	XM_058424276.1	XP_058280259.1	461	
NW_026690185.1	20005	65848	27	plus	sodium voltage-gated channel alpha subunit 4	SCN4A	120766127	protein-coding	XM_040091490.2	XP_039947424.1	1851	
NW_026690186.1	2472	7080	27	plus	CD79b molecule	CD79B	120766130	protein-coding	XM_040091495.2	XP_039947429.1	225	
NW_026690186.1	11853	16088	27	plus	growth hormone 1	GH1	120766129	protein-coding	XM_058424277.1	XP_058280260.1	237	
NW_026690187.1	7	4220	29	minus	high affinity nerve growth factor receptor-like	LOC120747565	120747565	protein-coding	XM_040053572.1	XP_039909506.1	223	
NW_026690187.1	5494	17527	29	minus	insulin receptor related receptor	INSRR	120766131	protein-coding	XM_040091496.1	XP_039947430.1	1337	
NW_026690187.1	18117	25100	29	minus	death-associated protein kinase 2-like	LOC120766133	120766133	protein-coding	XM_040091498.1	XP_039947432.1	452	
NW_026690187.1	26448	31310	29	plus	SH2 domain containing 2A	SH2D2A	120766134	protein-coding	XM_040091504.1	XP_039947438.1	447	
NW_026690187.1	32380	40538	29	minus	proline rich mitotic checkpoint control factor	PRCC	120766132	protein-coding	XM_040091497.2	XP_039947431.1	489	
NW_026690187.1	43856	50364	29	plus	heparin binding growth factor	HDGF	120747564	protein-coding	XM_040053570.2	XP_039909504.1	225	
NW_026690187.1	51319	53068	29	plus	mitochondrial ribosomal protein L24	MRPL24	120766136	protein-coding	XM_040053567.2	XP_039909501.1	215	
NW_026690187.1	53145	55778	29	minus	methyltransferase like 25B	METTL25B	120747562	protein-coding	XM_040053568.1	XP_039909502.1	536	
NW_026690187.1	55916	59131	29	plus	interferon stimulated exonuclease gene 20 like 2	ISG20L2	120766135	protein-coding	XM_040091505.2	XP_039947439.1	361	
NW_026690187.1	62733	66484	29	plus	cellular retinoic acid binding protein 2	CRABP2	120747563	protein-coding	XM_040053569.2	XP_039909503.1	138	
NW_026690188.1	2236	16960	29	minus	nicastrin	NCSTN	120747574	protein-coding	XM_040053582.2	XP_039909516.1	699	
